"query_id","user","type","target","signal_time"
"u79_0_1","u79","query","kvm","2020-01-27 23:47:53.4232"
"u80_0_1","u80","query","amplifier","2020-02-11 23:30:13.3620"
"u81_0_1","u81","query","iPhone","2020-03-03 12:22:06.8160"
"u82_0_1","u82","query","Car speakers","2020-03-08 08:11:28.6391"
"u83_0_1","u83","query","Projection","2020-02-23 22:07:04.6737"
"u84_0_1","u84","query","Apple tv","2019-06-04 16:02:45.9396"
"u85_0_1","u85","query","television","2020-04-10 13:19:27.7177"
"u86_0_1","u86","query","Play station 3 console","2019-11-22 11:19:13.5367"
"u87_0_1","u87","query","usb soundcard","2019-12-17 14:50:27.9977"
"u88_0_1","u88","query","Cable modem","2020-05-22 16:25:22.7269"
"u90_0_1","u90","query","microsd","2020-02-11 20:36:34.2532"
"u91_0_1","u91","query","Lion king dvd","2020-03-08 00:13:57.7713"
"u93_0_1","u93","query","xoom","2020-04-09 02:49:58.0459"
"u94_0_1","u94","query","Radio","2019-09-15 18:20:17.2504"
"u95_0_1","u95","query","Droid charge","2019-11-20 16:19:52.6416"
"u96_0_1","u96","query","Winnie the pooh","2019-11-26 04:41:12.2101"
"u97_0_1","u97","query","ipod touch","2019-09-15 15:19:26.0750"
"u98_0_1","u98","query","lcd tv","2020-02-18 08:11:59.2366"
"u99_0_1","u99","query","Car stereos","2019-10-05 22:02:56.6164"
"u100_0_1","u100","query","virgin mobile","2020-03-25 07:00:10.2613"
"u101_0_1","u101","query","hello kitty","2020-02-11 19:50:35.3273"
"u103_0_1","u103","query","E-40","2019-09-13 15:53:25.2095"
"u104_0_1","u104","query","onkyo","2020-03-08 13:11:40.4201"
"u105_0_1","u105","query","Printers","2020-05-11 00:07:19.9245"
"u106_0_1","u106","query","Lg television","2020-05-21 12:17:01.0859"
"u107_1_2","u107","query","Router","2019-09-25 07:42:08.2403"
"u108_0_1","u108","query","galaxy tab 10.1","2019-11-11 23:31:44.5810"
"u109_0_1","u109","query","elite","2020-05-07 15:56:14.3545"
"u110_0_1","u110","query","Hdmi receiver","2020-03-26 13:12:58.5551"
"u111_0_1","u111","query","Agp","2019-10-03 15:31:05.3059"
"u112_0_1","u112","query","ps3 games","2020-04-10 09:04:20.8543"
"u113_0_1","u113","query","Vacuum cleaners","2019-10-21 22:16:55.6886"
"u114_0_1","u114","query","Batman","2020-04-01 00:15:36.8947"
"u115_0_1","u115","query","dre beats","2019-06-07 08:04:33.5299"
"u116_0_1","u116","query","Breville","2019-06-08 05:38:39.5185"
"u117_0_1","u117","query","32g iPod touch","2020-04-05 23:57:13.4251"
"u118_0_1","u118","query","Lenovo Laptops","2019-10-06 20:22:39.0275"
"u119_0_1","u119","query","csi","2020-05-07 06:44:54.2469"
"u120_0_1","u120","query","brantley gilbert","2019-10-24 10:38:24.7380"
"u121_0_1","u121","query","MacBook","2019-06-12 07:46:41.5652"
"u124_0_1","u124","query","Wired keyboard","2020-02-10 00:02:06.4770"
"u126_0_1","u126","query","Dr dre headphone","2019-09-02 13:16:58.5184"
"u127_0_1","u127","query","Projector","2019-09-10 10:26:00.1558"
"u127_1_2","u127","query","Phones","2020-04-26 04:12:48.5961"
"u128_0_1","u128","query","Samsung galaxy tablet","2019-09-22 01:52:57.9850"
"u129_0_1","u129","query","cd burner","2020-04-10 12:10:22.5777"
"u130_0_1","u130","query","hp","2020-04-10 08:30:35.5416"
"u130_1_2","u130","query","mario","2020-05-07 02:17:33.7703"
"u130_2_3","u130","query","cd case","2020-05-07 12:37:09.5102"
"u130_2_4","u130","query","minisd","2020-05-07 15:24:53.0640"
"u132_0_1","u132","query","video ipod","2020-04-10 06:48:57.1000"
"u133_0_1","u133","query","foster the people","2020-03-11 17:31:39.3491"
"u135_0_1","u135","query","norton antivirus","2020-05-07 05:37:37.1236"
"u136_0_1","u136","query","grill","2020-05-07 11:33:19.4189"
"u137_0_1","u137","query","E readers","2019-09-29 13:00:15.0479"
"u139_0_1","u139","query","rolling stones","2020-05-07 10:36:32.3928"
"u140_0_1","u140","query","otterbox ipad","2019-11-17 19:21:24.8029"
"u141_0_1","u141","query","thor","2019-11-03 12:26:38.1981"
"u142_0_1","u142","query","Otter box iPhone","2020-03-27 15:32:34.1885"
"u143_0_1","u143","query","cd case","2020-05-07 04:29:25.9919"
"u144_0_1","u144","query","iPad","2020-03-22 00:23:22.0648"
"u146_0_1","u146","query","lion king","2019-11-24 19:31:08.7742"
"u147_0_1","u147","query","Apple tv","2020-04-17 16:06:38.6476"
"u148_0_1","u148","query","radio","2020-02-07 08:09:59.4763"
"u150_0_1","u150","query","eureka","2020-05-07 10:42:54.9519"
"u151_0_1","u151","query","tv antenna","2020-05-07 03:17:02.8213"
"u153_0_1","u153","query","hp touchpad","2019-07-17 01:35:40.0338"
"u153_1_2","u153","query","16 gb sd card","2020-03-08 18:48:55.5444"
"u154_0_1","u154","query","asus g74sx","2019-09-24 13:44:08.7537"
"u155_0_1","u155","query","Ipod touch","2020-04-22 22:59:20.6717"
"u156_0_1","u156","query","Appliances","2019-06-06 09:46:34.6349"
"u157_0_1","u157","query","the hills","2020-05-07 06:23:40.5503"
"u158_0_1","u158","query","iPhone screen protector","2020-03-04 23:39:23.4305"
"u160_0_1","u160","query","Linksys","2020-05-20 13:23:51.3650"
"u162_0_1","u162","query","Ipad","2020-03-04 19:15:43.4879"
"u164_0_1","u164","query","Beats","2019-12-21 06:37:33.2921"
"u165_0_1","u165","query","D5100","2019-12-24 11:34:49.0664"
"u166_0_1","u166","query","ear buds","2020-04-09 23:58:24.7968"
"u168_0_1","u168","query","coby tablet","2020-04-14 22:06:46.9635"
"u169_0_1","u169","query","ipod shuffle","2020-05-07 07:13:24.5110"
"u170_0_1","u170","query","Gaming headset","2020-01-24 21:30:51.1332"
"u172_0_1","u172","query","bello","2020-05-19 11:07:15.7594"
"u173_0_1","u173","query","samsung 55 led","2020-02-05 09:19:49.9429"
"u174_0_1","u174","query","dvd r","2020-05-07 03:16:17.8144"
"u175_0_1","u175","query","Psp","2020-05-15 08:54:21.1675"
"u176_0_1","u176","query","wireless camera","2019-12-01 14:48:51.5402"
"u178_0_1","u178","query","Freezer","2019-10-22 01:02:28.7222"
"u179_0_1","u179","query","Printer","2019-07-14 22:21:01.0502"
"u180_0_1","u180","query","iphone","2020-03-08 15:27:08.6751"
"u181_0_1","u181","query","Iphone","2020-02-09 21:47:00.7255"
"u182_0_1","u182","query","ds games","2020-05-06 23:37:33.7880"
"u183_0_1","u183","query","Samsung tablet","2019-11-17 12:52:28.6998"
"u184_0_1","u184","query","Windows 7","2020-05-12 00:52:20.1816"
"u185_0_1","u185","query","Netbook","2019-07-12 11:36:26.8986"
"u186_0_1","u186","query","lg 55 3d","2020-03-17 19:31:21.4990"
"u187_0_1","u187","query","wii system","2020-05-07 15:23:36.5522"
"u189_0_1","u189","query","bone thugs","2020-05-07 07:28:47.1535"
"u190_0_1","u190","query","Projector","2019-11-04 18:36:08.4613"
"u191_0_1","u191","query","apple ipod nano","2019-12-17 22:26:18.7207"
"u192_0_1","u192","query","lcd tv","2020-02-15 22:50:22.8535"
"u193_0_1","u193","query","Rocketfish","2020-02-06 19:50:58.6300"
"u194_0_1","u194","query","d-link","2020-04-10 07:58:38.2456"
"u195_0_1","u195","query","Plasma","2020-04-09 01:11:06.1300"
"u196_0_1","u196","query","marilyn manson","2019-09-07 07:45:24.6476"
"u196_1_2","u196","query","dazzle","2019-12-06 07:15:46.5437"
"u198_0_1","u198","query","lightscribe","2020-05-07 13:56:22.2440"
"u199_0_1","u199","query","Laptops","2019-09-07 14:14:34.2528"
"u200_0_1","u200","query","Ipod","2020-05-24 07:52:13.1533"
"u202_0_1","u202","query","zelda","2020-04-10 12:11:39.0895"
"u203_0_1","u203","query","Un55d6050","2020-02-02 11:29:36.6247"
"u204_0_1","u204","query","Car DVD player","2020-02-03 08:56:57.5507"
"u205_0_1","u205","query","dell","2020-05-07 10:18:36.7267"
"u206_0_1","u206","query","kindle","2019-06-08 19:39:59.3126"
"u207_0_1","u207","query","tablet pc","2020-04-10 11:39:59.7962"
"u208_0_1","u208","query","PS3 games","2020-05-26 02:12:33.6871"
"u209_0_1","u209","query","Insignia 32","2020-04-11 22:33:38.6918"
"u212_0_1","u212","query","tha carter 4","2019-09-05 05:46:53.8694"
"u213_0_1","u213","query","ps3","2019-10-22 00:04:25.1844"
"u218_0_1","u218","query","printer ink","2020-05-07 14:09:47.8684"
"u219_0_1","u219","query","Power mat","2020-01-27 10:49:38.7135"
"u220_0_1","u220","query","paranormal activity","2020-04-21 23:46:54.2721"
"u221_0_1","u221","query","Photoshop","2019-11-20 12:19:27.9144"
"u222_0_1","u222","query","Sony headphones","2020-01-28 16:27:43.1856"
"u223_0_1","u223","query","iMac laptop","2019-11-30 20:24:54.8133"
"u225_0_1","u225","query","green lanter","2020-03-16 00:39:08.1699"
"u226_0_1","u226","query","iPhone accessories","2020-03-21 11:23:55.3441"
"u227_0_1","u227","query","iPod touch","2020-04-21 21:07:52.7989"
"u228_0_1","u228","query","halo 2","2020-04-10 07:56:32.2261"
"u230_0_1","u230","query","ipod dock","2020-01-27 23:44:35.3926"
"u231_0_1","u231","query","CPU","2019-08-22 04:55:24.1300"
"u232_0_1","u232","query","Televisions","2020-03-30 05:20:55.0427"
"u234_0_1","u234","query","Optimus","2020-03-29 18:44:17.6450"
"u235_0_1","u235","query","LG optimus","2020-05-07 21:19:23.3482"
"u236_0_1","u236","query","ipod shuffle","2019-10-08 09:12:34.0001"
"u236_0_2","u236","query","tablet","2019-10-08 11:42:26.3886"
"u237_0_1","u237","query","led monitor","2019-11-17 02:05:48.2090"
"u238_0_1","u238","query","Zagg iPhone","2019-11-20 12:18:06.9019"
"u239_0_1","u239","query","Sirius","2019-09-18 12:20:22.4367"
"u240_0_1","u240","query","panasonic","2020-05-07 09:35:42.3292"
"u241_0_1","u241","query","wireless bridge","2020-03-13 04:37:58.8621"
"u242_0_1","u242","query","photo printer","2019-09-09 11:20:18.8188"
"u243_0_1","u243","query","dazzle","2020-04-10 06:09:56.7387"
"u244_0_1","u244","query","wall mounts","2020-05-07 02:56:52.1344"
"u245_0_1","u245","query","kanye west","2019-12-23 14:13:01.1918"
"u246_0_1","u246","query","The walking dead","2019-12-22 10:32:33.8094"
"u248_0_1","u248","query","bose ipod","2019-10-10 20:20:09.8651"
"u250_0_1","u250","query","Tv stand","2019-08-23 14:23:54.7369"
"u251_0_1","u251","query","Laptops","2020-02-02 07:13:40.2537"
"u252_0_1","u252","query","gamecube","2020-05-07 15:40:42.7107"
"u253_0_1","u253","query","e305","2020-03-08 19:19:13.8252"
"u254_0_1","u254","query","d-link","2020-02-11 23:05:05.6292"
"u255_0_1","u255","query","projector","2020-01-01 11:32:41.7681"
"u257_0_1","u257","query","samsung microwave","2020-02-16 00:02:41.5234"
"u259_0_1","u259","query","hp towers","2020-01-22 19:47:02.4911"
"u260_0_1","u260","query","madden","2019-06-07 14:22:59.5357"
"u261_0_1","u261","query","Apple iPad","2020-02-18 06:47:53.9576"
"u262_0_1","u262","query","Dr dre beats","2020-01-09 04:21:25.9942"
"u263_0_1","u263","query","Car stereo","2019-11-02 02:23:54.7184"
"u264_0_1","u264","query","iPhone case","2020-05-20 02:51:53.0104"
"u264_0_2","u264","query","iPad","2020-05-20 04:54:54.1500"
"u266_0_1","u266","query","Ps3 console","2019-10-15 15:55:53.1176"
"u267_0_1","u267","query","Xbox 360 console","2019-12-28 18:40:29.8706"
"u268_0_1","u268","query","blackberry 9900","2019-10-17 15:14:55.4185"
"u269_0_1","u269","query","S6100","2020-03-03 23:32:07.0229"
"u270_0_1","u270","query","pc4200","2020-04-10 11:37:53.7768"
"u271_0_1","u271","query","the bigs","2019-09-07 05:34:35.4357"
"u271_1_2","u271","query","sony digital camera","2019-12-06 04:48:54.1831"
"u271_2_3","u271","query","the wire","2020-04-10 07:47:45.6448"
"u271_2_4","u271","query","wireless card","2020-04-10 07:51:17.1775"
"u271_3_5","u271","query","jump drive","2020-04-10 13:09:42.6274"
"u272_0_1","u272","query","Windows 7","2019-12-26 21:11:25.5884"
"u273_0_1","u273","query","Beats solo","2020-05-26 00:01:53.4765"
"u273_0_2","u273","query","White iPod","2020-05-26 01:54:06.5161"
"u274_0_1","u274","query","Digital picture frame","2019-10-10 23:34:35.6663"
"u276_0_1","u276","query","Carter 4","2019-08-18 21:59:14.7543"
"u278_0_1","u278","query","refridgerator","2019-09-07 06:35:02.9958"
"u278_0_2","u278","query","xm radio","2019-09-07 06:37:22.5174"
"u278_1_3","u278","query","dv2000","2020-04-10 02:25:12.6567"
"u278_1_4","u278","query","psp movies","2020-04-10 10:18:18.5395"
"u278_2_5","u278","query","wine cooler","2020-05-07 00:31:29.7877"
"u278_2_6","u278","query","radar detectors","2020-05-07 00:53:05.9878"
"u278_2_7","u278","query","monster squad","2020-05-07 08:18:53.6177"
"u279_0_1","u279","query","acer laptop","2020-04-28 01:53:03.4818"
"u282_0_1","u282","query","blue ray player","2020-02-01 04:34:29.9390"
"u283_0_1","u283","query","Projectors","2019-10-20 08:55:21.4227"
"u284_0_1","u284","query","X men first class","2019-10-15 12:29:00.2011"
"u285_0_1","u285","query","Desk top computers","2019-12-26 00:56:09.8302"
"u286_0_1","u286","query","logitech squeezebox","2020-03-03 14:40:57.6023"
"u287_0_1","u287","query","frontpage","2020-04-10 10:06:04.9262"
"u288_0_1","u288","query","photon","2019-10-11 04:29:54.9021"
"u289_0_1","u289","query","cable modem","2020-02-25 04:00:49.7910"
"u290_0_1","u290","query","Sony a55","2019-12-14 01:10:13.3785"
"u291_0_1","u291","query","Ipad","2020-02-29 15:00:59.7674"
"u292_0_1","u292","query","sony bravia 55","2019-09-12 15:37:08.7186"
"u293_0_1","u293","query","MacBook","2019-10-31 10:08:05.3383"
"u294_0_1","u294","query","Skullcandy","2020-05-06 01:24:13.9361"
"u295_0_1","u295","query","phone","2019-12-18 09:20:38.2824"
"u297_0_1","u297","query","jabra","2020-02-11 20:01:45.9308"
"u298_0_1","u298","query","ipod 5th generation","2020-03-09 01:50:47.4526"
"u300_0_1","u300","query","ipod cases","2019-10-21 21:07:23.5444"
"u301_0_1","u301","query","htc inspire","2019-07-28 01:16:08.0947"
"u304_0_1","u304","query","Mac book","2019-12-23 14:43:37.4753"
"u305_0_1","u305","query","Projectors","2020-04-05 02:47:30.1624"
"u306_0_1","u306","query","ipad 2 64 gb","2019-09-29 08:19:37.9483"
"u307_0_1","u307","query","tablet","2019-08-27 04:47:35.2585"
"u308_0_1","u308","query","speakers","2020-04-01 07:07:03.2062"
"u309_0_1","u309","query","Hp touchpad","2019-07-18 20:29:32.3782"
"u310_0_1","u310","query","batman arkham city","2020-05-05 06:23:22.8672"
"u311_0_1","u311","query","family guy","2020-01-01 00:47:26.7905"
"u313_0_1","u313","query","Blackberry tablet","2020-01-19 07:14:22.9980"
"u314_0_1","u314","query","Otter box","2020-05-18 18:20:18.4310"
"u315_0_1","u315","query","Coby","2019-08-06 07:28:05.6020"
"u316_0_1","u316","query","nirvana nevermind","2019-12-26 09:42:53.7099"
"u317_0_1","u317","query","hp","2020-01-18 13:37:55.2109"
"u318_0_1","u318","query","Roku","2020-01-17 06:39:12.4918"
"u319_0_1","u319","query","lacie","2020-05-07 14:17:40.4414"
"u320_0_1","u320","query","heroes","2020-04-10 11:27:41.6823"
"u322_0_1","u322","query","ps2","2020-05-07 07:29:18.6583"
"u323_0_1","u323","query","Ace Ventura","2019-09-22 12:34:54.9321"
"u325_0_1","u325","query","IPad","2019-06-30 07:35:32.5849"
"u326_0_1","u326","query","Beats","2020-03-26 04:48:04.3777"
"u327_0_1","u327","query","Scarface","2019-09-02 21:00:19.3109"
"u328_0_1","u328","query","Logitech 650","2020-03-30 11:04:14.7232"
"u329_0_1","u329","query","computer","2020-02-12 08:17:51.2499"
"u330_0_1","u330","query","lcd tv","2020-04-22 13:49:21.5766"
"u331_0_1","u331","query","star wars","2019-10-18 15:19:02.7968"
"u333_0_1","u333","query","waterproof camera","2019-08-19 17:19:08.9996"
"u334_0_1","u334","query","graphics card","2019-07-18 11:36:12.4374"
"u335_0_1","u335","query","Cd changer","2020-04-03 11:49:14.5007"
"u336_0_1","u336","query","entertainment center","2019-09-07 07:43:32.1303"
"u336_1_2","u336","query","camera bag","2020-04-10 06:45:34.5687"
"u336_1_3","u336","query","iriver","2020-04-10 06:47:36.0875"
"u336_2_4","u336","query","turntables","2020-04-10 12:24:06.2049"
"u336_3_5","u336","query","psp games","2020-05-07 05:42:52.1722"
"u336_3_6","u336","query","dvd rw","2020-05-07 10:54:55.0631"
"u336_4_7","u336","query","mini dv","2020-05-07 14:34:46.5998"
"u337_0_1","u337","query","Google tv","2020-01-22 14:16:23.4280"
"u338_0_1","u338","query","iPhone cases","2020-03-30 08:17:56.6826"
"u339_0_1","u339","query","Rescue me","2019-10-12 19:36:43.6430"
"u340_0_1","u340","query","xbox","2020-04-19 03:19:07.2176"
"u341_0_1","u341","query","Beats by dre","2020-01-04 16:51:51.7453"
"u342_0_1","u342","query","Epson 8350","2019-06-25 15:53:51.5005"
"u343_0_1","u343","query","Panasonic viera","2020-03-01 16:55:00.6638"
"u344_0_1","u344","query","hp touchpad","2019-07-17 21:09:26.9077"
"u345_0_1","u345","query","timbaland","2020-04-10 08:33:13.0659"
"u346_0_1","u346","query","DVD-r","2019-07-13 03:20:59.6489"
"u347_0_1","u347","query","hard drive enclosure","2020-02-11 22:52:43.0145"
"u348_0_1","u348","query","canon digital camera","2020-04-10 10:54:50.3779"
"u349_0_1","u349","query","On star","2019-06-04 09:07:39.0939"
"u350_0_1","u350","query","laptop power cord","2019-06-02 08:39:49.6558"
"u352_0_1","u352","query","ipod mini","2019-09-07 04:38:55.9201"
"u352_0_2","u352","query","radar detectors","2019-09-07 09:06:38.9002"
"u352_1_3","u352","query","cable","2019-12-06 03:57:22.2057"
"u352_2_4","u352","query","usb cable","2020-02-11 20:29:35.6886"
"u352_3_5","u352","query","various artists","2020-04-10 04:42:37.9298"
"u352_4_6","u352","query","software","2020-05-07 09:04:43.5422"
"u352_4_7","u352","query","jabra","2020-05-07 09:19:07.6757"
"u352_5_8","u352","query","xbox 360 elite","2020-05-07 13:12:38.3389"
"u353_0_1","u353","query","Power pad","2020-03-12 09:26:51.1981"
"u354_0_1","u354","query","Logitech 650","2020-05-27 19:40:50.7385"
"u355_0_1","u355","query","Apple","2019-12-05 04:48:04.8353"
"u356_0_1","u356","query","sony vaio","2020-04-10 05:36:11.4259"
"u357_0_1","u357","query","Sony tv","2020-01-02 09:06:34.2545"
"u358_0_1","u358","query","equalizer","2020-05-07 14:27:52.5359"
"u359_0_1","u359","query","wii","2020-04-10 04:45:42.4583"
"u360_0_1","u360","query","matthew west","2019-06-03 11:42:51.1916"
"u361_0_1","u361","query","Smart phones","2020-02-20 12:48:05.9748"
"u362_0_1","u362","query","superman","2020-02-11 19:02:34.8825"
"u363_0_1","u363","query","xenosaga","2020-05-07 07:39:57.7570"
"u364_0_1","u364","query","mario party 8","2019-09-07 02:24:17.1727"
"u364_0_2","u364","query","1196648","2019-09-07 04:44:01.9673"
"u364_0_3","u364","query","i pods","2019-09-07 08:08:44.3637"
"u364_1_4","u364","query","dvd drive","2020-02-11 14:13:29.2043"
"u364_2_5","u364","query","web cam","2020-04-10 07:23:36.4211"
"u364_3_6","u364","query","ethernet cable","2020-04-10 12:17:07.6402"
"u364_3_7","u364","query","ti","2020-04-10 12:22:54.1937"
"u364_4_8","u364","query","canon powershot","2020-05-07 06:02:49.3571"
"u366_0_1","u366","query","Xbox console","2020-04-18 16:21:02.6212"
"u367_0_1","u367","query","portable dvd players","2020-05-07 09:07:48.0707"
"u368_0_1","u368","query","star wars","2019-12-28 10:00:17.5514"
"u369_0_1","u369","query","Compact refrigerator","2019-11-13 01:16:58.8960"
"u370_0_1","u370","query","comcast","2020-05-07 11:57:33.1433"
"u371_0_1","u371","query","randy orton","2019-10-08 06:07:17.2837"
"u373_0_1","u373","query","s8200","2020-04-13 09:51:08.8084"
"u374_0_1","u374","query","Microwaves","2020-04-05 13:56:36.3610"
"u375_0_1","u375","query","Battlefield 3","2020-05-04 09:51:09.9520"
"u377_0_1","u377","query","quicken","2020-05-07 09:26:01.7396"
"u378_0_1","u378","query","Apple tv","2020-03-14 06:25:59.7029"
"u379_0_1","u379","query","iPad stylus","2019-09-18 00:20:38.2691"
"u380_0_1","u380","query","lenovo laptop","2019-07-14 19:08:23.2657"
"u380_1_2","u380","query","dm4","2020-03-14 08:42:57.9718"
"u381_0_1","u381","query","Mw3","2020-05-29 11:11:17.1983"
"u382_0_1","u382","query","tv mounts","2020-04-03 17:51:28.3565"
"u383_0_1","u383","query","Friday","2019-12-10 17:17:03.4746"
"u385_0_1","u385","query","mini dv","2020-04-10 07:45:08.1205"
"u386_0_1","u386","query","antivirus","2020-05-07 15:54:57.8427"
"u387_0_1","u387","query","receiver","2020-02-11 18:34:31.6226"
"u388_0_1","u388","query","inno","2020-04-10 04:11:34.6421"
"u389_0_1","u389","query","Cable modem","2020-05-22 18:47:18.0417"
"u390_0_1","u390","query","Wireless keyboard","2020-05-24 06:39:54.4834"
"u391_0_1","u391","query","trueblood","2019-09-18 04:47:09.2381"
"u392_0_1","u392","query","alarm clocks","2020-05-07 09:32:42.3014"
"u393_0_1","u393","query","65 inch tv","2019-09-29 08:50:50.2374"
"u397_0_1","u397","query","Car stereo","2019-12-10 14:03:45.1838"
"u398_0_1","u398","query","backup battery","2020-02-06 23:25:21.6161"
"u398_1_2","u398","query","apc","2020-02-14 13:54:03.0448"
"u399_0_1","u399","query","touchpad","2019-07-17 00:29:03.4167"
"u400_0_1","u400","query","Car cd DVD player","2019-08-13 15:04:44.7135"
"u401_0_1","u401","query","lil wayne","2019-08-17 21:26:46.1133"
"u402_0_1","u402","query","logitech wireless mouse","2019-09-14 14:09:13.5844"
"u403_0_1","u403","query","samsung galaxy player","2019-10-21 14:18:25.7558"
"u403_1_2","u403","query","Samsung galaxy player","2019-11-20 06:02:18.4205"
"u403_2_3","u403","query","flash drive","2019-12-18 04:47:31.2522"
"u404_0_1","u404","query","Roku","2020-01-02 13:28:48.6839"
"u405_0_1","u405","query","virgin mobile","2019-12-26 04:23:29.7510"
